Gap,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110
Radius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,-0.627822,-0.602262,-0.576869,-0.529026,-0.441207,0.644662,0.789292,0.898473,0.979805,-0.971165,-0.94023,-0.918771,-0.903588,-0.8944,-0.885668,-0.879524,-0.874191,-0.870057,-0.866539,-0.864028,-0.864294,-0.864673,-0.86306,-0.861567,-0.860517,-0.862447,-0.864324,-0.862288,-0.859128,-0.861354,-0.86481,-0.863641,-0.861432,-0.863848,-0.868082,-0.865278,-0.861602,-0.868478,-0.869723,-0.861012,-0.868093,-0.873489,-0.861257,-0.870683,-0.876059,-0.860897,-0.875414,-0.876022,-0.860385,-0.886317,-0.869267,-0.867535,-0.906627,-0.842509,-0.939632,0.459722
171,-0.588769,-0.547589,-0.462892,-0.367776,0.779958,0.893537,0.982335,-0.963586,-0.931021,-0.907944,-0.89168,-0.880927,-0.87257,-0.868669,-0.864466,-0.860179,-0.857311,-0.854008,-0.852579,-0.853701,-0.854417,-0.853424,-0.85175,-0.851357,-0.854175,-0.855969,-0.854214,-0.851709,-0.853856,-0.857387,-0.85691,-0.854087,-0.856752,-0.861742,-0.858846,-0.854978,-0.862748,-0.863679,-0.855066,-0.862457,-0.86759,-0.855159,-0.864954,-0.870909,-0.855105,-0.869802,-0.870659,-0.854944,-0.880808,-0.863663,-0.861698,-0.899408,-0.83556,-0.931513,0.451498,0.79395
172,-0.467501,-0.362784,0.783016,0.894659,0.988168,-0.94836,-0.914661,-0.893256,-0.876516,-0.86765,-0.859944,-0.854827,-0.85174,-0.849216,-0.846701,-0.844681,-0.84264,-0.842438,-0.843334,-0.844522,-0.844073,-0.842541,-0.842421,-0.846077,-0.847926,-0.846311,-0.844321,-0.846698,-0.8503,-0.850158,-0.847178,-0.850084,-0.855125,-0.852433,-0.848994,-0.856673,-0.85769,-0.849266,-0.856898,-0.861719,-0.849507,-0.859153,-0.865015,-0.849334,-0.864796,-0.865045,-0.849272,-0.875516,-0.858051,-0.855989,-0.892544,-0.828193,-0.92276,0.44275,0.794206,-0.957805
173,0.828108,0.922575,-0.986274,-0.925222,-0.895164,-0.875832,-0.860749,-0.8522,-0.847189,-0.840967,-0.83751,-0.836471,-0.834367,-0.834371,-0.83363,-0.831518,-0.832028,-0.833199,-0.835264,-0.835287,-0.833619,-0.833977,-0.837385,-0.839964,-0.839213,-0.836968,-0.839427,-0.843765,-0.84329,-0.840296,-0.843803,-0.84864,-0.845502,-0.84312,-0.850841,-0.851504,-0.843591,-0.85165,-0.85578,-0.843953,-0.853966,-0.859213,-0.843557,-0.859697,-0.859307,-0.843856,-0.870383,-0.852404,-0.85022,-0.8863,-0.821385,-0.913778,0.431401,0.794467,-0.955756,-0.922584
174,-0.941259,-0.888011,-0.864967,-0.853515,-0.84118,-0.832212,-0.828524,-0.824927,-0.823196,-0.822235,-0.821609,-0.821756,-0.821462,-0.820649,-0.821228,-0.821959,-0.82347,-0.826086,-0.826467,-0.825099,-0.826009,-0.829531,-0.831964,-0.831828,-0.829743,-0.83224,-0.837278,-0.836767,-0.83366,-0.83781,-0.842369,-0.839068,-0.837089,-0.844837,-0.845433,-0.8381,-0.846012,-0.850075,-0.83892,-0.848563,-0.853545,-0.838364,-0.854159,-0.853739,-0.838677,-0.864984,-0.846474,-0.844731,-0.880025,-0.814358,-0.905266,0.420356,0.794838,-0.953765,-0.918985,-0.879447
175,-0.821601,-0.821399,-0.813744,-0.809083,-0.810104,-0.80805,-0.80575,-0.807089,-0.807194,-0.80676,-0.80933,-0.809766,-0.809787,-0.810892,-0.812171,-0.813989,-0.817145,-0.817681,-0.81715,-0.81823,-0.82135,-0.824425,-0.824371,-0.822407,-0.825642,-0.830673,-0.829652,-0.827565,-0.831914,-0.835789,-0.833056,-0.831485,-0.838414,-0.839729,-0.832995,-0.840094,-0.844568,-0.833954,-0.842961,-0.848231,-0.83322,-0.848699,-0.848198,-0.833247,-0.86001,-0.840329,-0.839355,-0.873806,-0.807312,-0.89698,0.407853,0.795174,-0.951769,-0.915302,-0.877842,-0.924793
176,-0.782167,-0.780605,-0.784488,-0.786765,-0.787238,-0.788477,-0.79131,-0.792572,-0.794691,-0.797214,-0.798463,-0.799393,-0.800213,-0.802156,-0.805521,-0.807802,-0.80909,-0.809419,-0.810292,-0.813567,-0.81758,-0.81721,-0.814769,-0.818957,-0.824191,-0.822633,-0.821463,-0.825551,-0.829855,-0.827365,-0.825696,-0.832461,-0.833798,-0.827202,-0.834522,-0.83889,-0.828286,-0.837933,-0.842849,-0.828235,-0.843301,-0.842935,-0.827902,-0.854543,-0.834313,-0.834383,-0.867363,-0.800375,-0.888741,0.395559,0.795282,-0.949914,-0.911565,-0.876144,-0.922251,-0.915892
177,-0.75576,-0.763667,-0.765013,-0.769058,-0.774053,-0.776084,-0.778488,-0.782329,-0.785041,-0.787249,-0.789497,-0.790167,-0.792759,-0.796382,-0.799234,-0.800576,-0.801624,-0.802335,-0.806329,-0.810624,-0.810068,-0.808072,-0.81231,-0.817123,-0.816533,-0.815031,-0.819312,-0.823749,-0.821698,-0.819796,-0.8268,-0.82844,-0.821688,-0.828575,-0.83371,-0.822759,-0.832279,-0.83784,-0.823341,-0.837796,-0.837734,-0.823002,-0.848967,-0.828322,-0.829245,-0.860333,-0.793752,-0.88121,0.380676,0.795268,-0.948063,-0.907833,-0.874246,-0.919509,-0.91408,-0.904129
178,-0.739399,-0.745154,-0.753046,-0.758054,-0.760717,-0.766364,-0.77028,-0.773246,-0.776845,-0.779717,-0.780066,-0.783682,-0.787619,-0.790584,-0.793053,-0.793649,-0.794136,-0.799142,-0.80339,-0.802834,-0.801631,-0.805587,-0.810396,-0.810482,-0.809196,-0.812808,-0.818026,-0.81591,-0.814065,-0.821417,-0.823058,-0.816195,-0.823167,-0.828668,-0.817512,-0.826526,-0.832924,-0.817965,-0.832651,-0.833156,-0.817529,-0.84362,-0.823112,-0.823974,-0.853522,-0.787454,-0.8728,0.36533,0.795182,-0.946161,-0.904323,-0.872549,-0.916928,-0.912419,-0.901898,-0.87832
179,-0.730579,-0.738047,-0.74154,-0.748045,-0.754186,-0.757566,-0.761034,-0.766608,-0.769202,-0.771074,-0.774744,-0.778883,-0.782504,-0.785205,-0.78594,-0.787085,-0.791858,-0.796014,-0.796469,-0.795178,-0.798943,-0.804302,-0.804744,-0.802522,-0.807153,-0.81218,-0.809935,-0.80839,-0.816361,-0.817201,-0.810726,-0.818242,-0.823289,-0.812209,-0.82165,-0.827433,-0.81251,-0.827898,-0.827962,-0.81229,-0.838757,-0.81788,-0.818201,-0.847982,-0.78079,-0.864319,0.349418,0.795234,-0.94437,-0.90075,-0.870763,-0.914597,-0.910556,-0.899804,-0.876579,-0.83868
180,-0.719339,-0.72713,-0.7358,-0.740739,-0.74578,-0.751838,-0.755521,-0.759064,-0.76271,-0.765479,-0.769651,-0.774706,-0.77709,-0.777922,-0.78022,-0.784303,-0.788369,-0.78996,-0.788631,-0.792077,-0.79823,-0.798789,-0.796343,-0.801453,-0.806813,-0.803681,-0.802711,-0.810878,-0.811618,-0.805609,-0.813113,-0.817719,-0.807381,-0.816518,-0.822588,-0.807187,-0.822927,-0.822539,-0.807461,-0.8336,-0.812481,-0.812973,-0.841983,-0.773901,-0.856885,0.33017,0.795007,-0.942457,-0.89723,-0.869039,-0.912158,-0.908644,-0.897715,-0.874931,-0.836495,-0.812089
